Clean_Content,0
newspeciesnew predaceous diving beetle from china just showed up platynectes pangutreatment http treatment plazi org id f dc ffec ff c fda f a e eboriginal paper http doi org zootaxa zootaxa fairdata nature conservation biodiversity insects enotomology beetles china,Publikation
newspecies ceropegia stylesiia newly discovered apocynaceae from south africa treatment http treatment plazi org id b a ffbb ff ea edf fedforiginal paper http doi org phytotaxa phytotaxa fairdata nature biodiversity conservation botany wildflowers flowers flora southafrica,Publikation
newspecies new deep sea eelpout from pacific ocean just swam by pyrolycus jacotreatment http treatment plazi org id df a f b ffb e b f coriginal paper http doi org zootaxa zootaxa fairdata biodiversity nature conservation teamfish fish ichthyology pacific,Publikation
newspecies new amphipod from monterey bay california just swam in glossocephalus aurantiumholotype smithsoniantreatment http treatment plazi org id ba ffcc ff cfe fc original paper http doi org zootaxa zootaxa fairdata biodiversity nature conservation crustacea california montereybay usa,Publikation
newspecies new small carpenter bee from mexico just buzzed in ceratina raquelitaeholotype fcienciastreatment http treatment plazi org id b c b f bcf fc original paper http doi org zootaxa zootaxa fairdata biodiversity nautre conservation enotomology insects bees mexico,Publikation
odontophrynus toledoicollected on january st at rio mansodescribed and published in ejtaxonomy in treatment added to treatmentbank http treatment plazi org id b ffb ffef fe cfdea e e and mediated to gbif by plazithis process can be automated if the data is published as fairdata,Publikation
dice for eosc offers you the chance to apply for a set of digital services being made available free of charge by the european commission doi registration with datacite is one of them and your organization can apply now for one of the final spots to make fairdata a reality https www dice eosc eu call service requests please boost,Veranstaltung
jobs stellenangebote jobfairy openpositionwir suchen f r k ln im team fairdata and human information interaction eine n wissenschaftliche n mitarbeiter in doktorand in human computer interaction machinelearning entgeltgruppe tv l https www hidden professionals de hpv jobs gesis stellenangebot wissenschaftliche n mitarbeiter in doktorand in human computer interaction machine learning,Meinung
we evaluated the findability accessibility interoperability and re usability of repopsi meta data using the fairdata maturity model access the report on zenodo https doi org zenodo repopsi is our openaccess repository of psychological instruments at the lira laboratory for research of individual differences uni belgrade this self assessment test was part of the project financed by eosc future and rda europe you can find out more in my linkedin post https www linkedin com posts alelazic repopsi fairdata openscience activity kgtg,Veranstaltung
a new year and a new name but it s the same great award our call for nominees for the gbif gradresearchers award is now open two awards await two graduate researchers whose innovative investigations of biodiversity rely on opendata and fairdata from the gbif community national deadlines may apply ahead of our global deadline of june for complete details visit https www gbif org news gyloum ysyc otvgk y,Veranstaltung
register for the research data alliance european open science cloud ask me anything event series persistent identifiers on january https www scilifelab se event fairpoints fairpoints ask me anything ama fairdata,Veranstaltung
newspecies new gecko from new zealand just climbed in already is critically endangered hoplodactylus tohutreatment http treatment plazi org id af a d ffe bc fe efed fb boriginal paper http doi org zootaxa zootaxa fairdata nature biodiversity conservation herpetology gecko reptiles newzealand endangered,Publikation
newspeciesnew chiton from the indian ocean just released lepidochitona africanatreatment http treatment plazi org id d c ffed dc c ff d a d aoriginal paper http doi org zootaxa zootaxa fairdata nature biodiversity conservation chitons ocean,Publikation
newspecies new spider from japan just crept in micaria longimanatreatment http treatment plazi org id cc b ff fc c deb ff f e original paper http doi org specdiv speciesdiversity fairdata biodiversity conservation arachnids spiders arachnology japan,Publikation
newspecies new weevil from indonesia just roamed in pachyrhynchus faisalitreatment http treatment plazi org id b bc db d ffdb ff fdd ff cd original paper http doi org zootaxa zootaxa fairdata biodiverstiy nature conservation weevils insects entomology,Publikation
just cancelled three services online all had more than one before you go page that required scrolling to find a continue to cancel button two emphasized how i will lose access to data goes beyond dark pattern a dark practice i m increasingly irked by as i learn more about efforts like fairdata data visiting solid pods moving from application centric to data centric saas as often just saass service as a software substitute etc,Veranstaltung
newspecies new hairy hedgehog from the philippines snuck in podogymnura intermediaholotype field museumtreatment http treatment plazi org id c e e a ff ff c original paper http doi org zootaxa zootaxa fairdata nature biodiversity conservation hedgehog philippines mammals mammalogy,Publikation
newspecies centaurea lovriciia newly discovered asteraceae from croatia treatment http treatment plazi org id e f b d ef b b bb original paper http doi org phytokeys phytokeys fairdata biodiversity nature conservation botany wildflowers plants croatia,Publikation
newspecies new leech from dr congo just came in alboglossiphonia bunianatreatment http treatment plazi org id b ea cc f e a d original paper http doi org evolsyst evolutionarysystematics fairdata biodiversity nature conservation leeches worms congo,Publikation
newspecies new carder bee from turkmenistan just flew in anthidium turkmenistanicumtreatment http treatment plazi org id b f be a ffc e fd ff d original paper http doi org zenodo linzerbiologischebeitr ge fairdata nature biodiversity conservation wildbee insects entomology turkmenistan bees,Publikation
newspeciesnew fresh water snail from california just snuck in juga douglasiholotype smithsoniantreatment http treatment plazi org id cd b ffc ff c fefb b original paper http doi org ejt ejtaxonomy fairdata nature biodiversity conservation malacology snail california,Publikation
newspecies new cuckoo wasp from india just flew in trichrysis poseidoniatreatment http treatment plazi org id ae fe ffbb ffdc a fbe b afe aoriginal paper http doi org ejt ejtaxonomy fairdata biodiversity nature conservation insects wasps entomology,Publikation
newspecies lycoris insularisa newly discovered amaryllidaceae from china treatment http treatment plazi org id f c c b aa c d e doriginal paper http doi org phytokeys phytokeys fairdata nature biodiversity conservation wildflowers botany,Publikation
newspecies new planthopper from costa rica just jumped by haplaxius cotingatreatment http treatment plazi org id e ab ff ffda ff f fb fe ffe original paper http doi org zootaxa zootaxa fairdata nature biodiversity conservation insects planthopper entomology,Publikation
i enjoyed interviewing christophe blanchi of the dona foundation governing body for the handle system dois et al as part of researchdataalliance th anniversary events january is identifiers month have a listen https share transistor fm s e f https www rd alliance org plenaries events events e decade data e celebrating years rda rdas th anniversary events and machinecentricscience podcast fairdata persistentidentifiers pids,Meinung
newspeciesnew dwarf boa from ecuador just sidled by tropidophis cacuangoaetreatment http treatment plazi org id a b fdd fbc afc original paper http doi org ejt ejtaxonomy fairdata biodiverstiy nature conservation snakes boa reptiles ecuador,Publikation
newspeciesnew moss inhabiting flea beetle from china just walked in cangshanaltica marginatatreatment http treatment plazi org id a fffe e c f adfdee baoriginal paper http doi org zootaxa zootaxa fairdata nature conservation biodiversity beetles bugs,Publikation
newspecies aphyllorchis periactinanthaa newly discovered orchidaceae from thailand treatment http treatment plazi org id e e d b b a b b foriginal paper http doi org phytokeys phytokeys fairdata biodiversity nature conservation wildflowers botany orchids,Publikation
temnocephala catarinensisfound at parque nacional da serra do itaja described and published in zootaxa in treatment added to treatmentbank http treatment plazi org id b c a ffa a e ff e f befe fe and mediated to gbif by plazithis process can be automated if the data is published as fairdata,Publikation
studying reproducibility without improving it is as useful to scientists as ornithology is to birds openscience fairdata,Meinung
newspecies new sea snail from brazil just surfaced famelica pukuatreatment http treatment plazi org id a d ff de fc f original paper http doi org zoosystema v a zoosystema fairdata biodiversity nature conservation snails shells brazil wildlife,Publikation
newspeciesnew monkey beetle from italy just showed up hoplia asprumuntianatreatment http treatment plazi org id d d cc ff ffcf ff c d fe f original paper http doi org zootaxa zootaxa fairdata nature conservation biodiversity coleptera bugs insects italy,Publikation
newspecies quercus mangdenensisa newly discovered oak species from vietnam treatment http treatment plazi org id fa bd fa a f b b d original paper http doi org phytokeys phytokeys fairdata nature biodiversity conservation trees oak botany,Publikation
newspecies new moth from thailand just landed temnolopha paucusinotatreatment http treatment plazi org id c b d ffae ad b c fd fe d original paper http doi org zootaxa zootaxa fairdata biodiversity nature conservation mothsmatter moths,Publikation
newspecies a newly discovered fungus from china for fungifriday mycena chlorocyaneatreatment http treatment plazi org id de ba ff d f fef fb original paper http doi org phytotaxa phytotaxa fairdata nature conservation fungi mushrooms,Publikation
newspecies new spider from china just sneaked in lysiteles nanfengmiantreatment http treatment plazi org id e cdc b efe b c c d boriginal paper http doi org bdj e biodatajournal fairdata nature conservation arachnology spiders,Publikation
newspecies new gecko from india just climbed in cyrtodactylus ngopensisholotype mizoram universitytreatment http treatment plazi org id a ffc fc f fe dcd fd a dc original paper http doi org journalofnaturalhistory tandfonline fairdata biodiversity conservation nature gecko,Publikation
newspecies new slug from a tropical greenhouse of museo delle scienze in trento italy just crawled in barkeriella museensistreatment http treatment plazi org id f e d ffc d fa e c f original paper http doi org zoolinnean zlac zoologicaljournalofthelinneansociety fairdata biodiversity nature conservation mollusc snails,Publikation
newspecies polygonatum praecoxa newly discovered asparagaceae from china treatment http treatment plazi org id fd fc e b a bfea acf b original paper http doi org phytokeys phytokeys fairdata nature biodiversity botany wildflower sciencetwitter,Publikation
newspeciesnew pitviper from india just sidled by gloydius chambensistreatment http treatment plazi org id f a d ffd ff f c fa fcd bc original paper http doi org ejt ejtaxonomy fairdata biodiversity conservation,Publikation
this review of methods for making restricted access data fairdata finds that many must either be implemented before collection or require a high level of technical knowledge but they conclude focusing on metadata creation would allow nontechnical stakeholders to be comfortable publishing restricted data safely and making data that is already available fair https peerj com articles cs,Veranstaltung
if i wanted to publish an article relating to data stewardship are there any journals that people would recommend datasharing datastewardship fairdata openaccess,Veranstaltung
fairdata principlesfeel free to reuse licensed cc by heidi seibold,Veranstaltung
davidho not just the work life balance of scientists science would be infinitely better if there were hard money permanent positions for technicians and programmers bonus points if it s combined with a commitment to openscience opensource scientificsoftware researchsoftware fairdata datamanagement,Veranstaltung
machine actionability fairdata subsumes digital accessibility a y screen readers are machines,Veranstaltung
metadata includes references to other metadatadata includes references to other datametadata includes references to other data from the fairdata maturity model guidelines https zenodo org record y uaqo zb we re using to evaluate our repopsi repository haha i m fine openscience opendata openaccess,Veranstaltung
newspecies a newly discovered fungus from brazil for fungifriday macrolepiota capelariaetreatment http treatment plazi org id f ffcb d f ff c e fb doriginal paper http doi org phytotaxa phytotaxa fairdata nature biodiversity conservation fungi mushrooms mycology,Publikation
newspecies new tiger fly from lesotho just flew in on flyfriday coenosia curiosatreatment http treatment plazi org id c f ff b ff b e f fc coriginal paper http doi org zootaxa zootaxa fairdata nature biodiversity conservation flies diptera entomology,Publikation
newspeciesnew ground beetle from china just grounded chlaenius yinggelingensistreatment http treatment plazi org id ebd d bb a d d original paper http doi org zookeys zookeys journal fairdata nature conservation biodiversity coleoptera entomology,Publikation
newspecies gonolobus rumihuilcanusa newly discovered apocynaceae from ecuador holotype at universidad nacional de lojatreatment http treatment plazi org id af bd ff a ff ff b c fe foriginal paper http doi org phytotaxa phytotaxa fairdata nature biodiversity conservation botany wildflowers,Publikation
newspecies new land snail from australia just crawled in geminitor kullaensisholotype queensland museumtreatment http treatment plazi org id ce a d ffc ffd dcfa fa ff fc fcoriginal paper http doi org journalofnaturalhistory fairdata biodiversity nature conservation snails taxonomy,Publikation
newspecies new grasshopper from china just hopped by scelimena pyrromatreatment http treatment plazi org id b f d a a d ab fcd f original paper http doi org zootaxa zootaxa fairdata nature biodiversity conservation insects entomology,Publikation
newspecies diospyros tehnoa newly discovered ebenaceae from new guinea treatment http treatment plazi org id c d ffff fff ffae fc fceafd original paper http doi org ejb ejbotany fairdata nature biodiversity conservation botany wildflower,Publikation
newspecies new longhorn beetle from french guiana just tiptoed in colobothea batesiholotype at mus um national d histoire naturelle paristreatment http treatment plazi org id cb a d ffdf ffbc ff bd fd f original paper http doi org zootaxa zootaxa fairdata biodiversity nature conservation coleoptera,Publikation
newspecies new armored catfish from brazil just swam by hypostomus krikatiholotype at universidade federal do maranh otreatment http treatment plazi org id a f d e b bb fd acf fb coriginal paper http doi org zootaxa zootaxa fairdata nature biodiversity conservation teamfish fishfriday,Publikation
newspecies new bat from argentinia just fluttered in myotis barquezitreatment http treatment plazi org id cd f d f a dfdefc d ecoriginal paper http doi org vz e vertebratezoology senckenbergworld fairdata nature biodiversity conservation,Publikation
newspecies a newly discovered fungus from spain for fungifriday cortinarius insanustreatment http treatment plazi org id d a c ffef ff facdfb e original paper http doi org phytotaxa phytotaxa fairdata nature biodiversity conservation fungi,Publikation
the role of metadata and vocabulary standards in enabling scientific data interoperability a study of earth system science data facilities matthew s mayernik and yauheniya liapichhttps publishing escholarship umassmed edu jeslib article id fairdata,Meinung
it could be a good idea to make a rda research data alliance mastodon pack of accounts to follow for new arriving peoples natalieharrower hilaryhanahoe isn t it fairdata resdatall,Veranstaltung
machinefair rdfs subclassof fair rdfs comment the machine knows what you mean fair skos closematch fairdata pseudofairrdfs subclassof fair rdfs comment class of resources considered fair if they are at least human findable human accessible etc owl disjointwith machinefair,Veranstaltung
newspecies polycarpaea barbellataa newly discovered caryophyllaceae from indiatreatment http treatment plazi org id d da c cdoriginal paper http doi org phytokeys phytokeys fairdata nature biodiversity conservation botany wildflower,Publikation
pyrgulopsis madridensiscollected at the madrid falls presidio countydescribed and published in zootaxa in treatment added to treatmentbank http treatment plazi org id ac c ffb ffc cbe feb f be and mediated to gbif by plazithis process can be automated if the data is published as fairdata,Publikation
newspecies new eyeless ragworm from the south china deep sea just surfaced nereis tricirratatreatment http treatment plazi org id ad ca e e b a cf original paper http doi org zookeys zookeys fairdata biodiversity nature conservation ragworms deepsea cop,Publikation
newspecies new forest lizard from hispaniola just scurried by guarocuyus jaraguanusholotype museo natural rdtreatment http treatment plazi org id f c e ff e ff f coriginal paper http doi org zootaxa zootaxa fairdata nature biodiversity conservation herpetology lizard,Publikation
newspecies new millipede from vietnam just tiptoed by monographis thatsonensistreatment http treatment plazi org id f bc fa f acaoriginal paper http doi org zootaxa zootaxa fairdata biodiversity conservation nature,Publikation
newspecies new spider from china just sneaked in dolichognatha yuetreatment http treatment plazi org id d d aa e ff c ff febc fe aoriginal paper http doi org zs zoologicalsystematics fairdata nature biodiversity conservation arachnology arachnids spiders,Publikation
newspecies new triassic crown squamate just surfaced on fossilfridaycryptovaranoides microlaniusholotype nhm londontreatment http treatment plazi org id e ffb e fcfa a caceoriginal paper http doi org sciadv abq sciencemagazine fairdata biodiversity nature triassic,Publikation
did you know that linkahead enables you to adjust your data model on the fly adjust what you track in your experiments easily try it now in our demo https demo indiscale com entity datascience fdm fairdata,Veranstaltung
i am happy to share our researchdataalliance professionalising data stewardship ig report about current models of data stewardship the report includes the findings of our autumn global survey that sought to understand better the approaches organizations are currently taking to datastewardship report is available here https doi org rda researchdatamanagement fairdata openscience,Veranstaltung
the call for submissions for the iassist conference in philadelphia is still ongoing and the deadline for submissions is postponed to december we invite all submissions related to making social science data accessible we encourage submissions related to our theme diversity in research social justice from data openscience researchdatamanagement rdm fdm fairdata datafeminism diversity researchdatamanagement https iassistdata org conferences ia,Veranstaltung
seeing these presentations where folks talk explicitly about how they re implementing fair principles are really helpful there are a lot of ways to get to fairdata so understanding the way different organizations approach it helps inject new ideas into the conversation,Veranstaltung
this paper anouncement on resdatall blog romain david erinha ri in scireports eosclife an iterative and interdisciplinary categorisation process towards fairer digital resources for sensitive life sciences data semantic fairdata sensitive https doi org s zhttps www rd alliance org blogs eosc life paper interdisciplinary semantic between life science research infrastructures html,Veranstaltung
the dutch research council has announced three exciting job openings within the new openscience regieorgaan to help take a huge leap forward in funding for citizenscience openaccess and fairdata who will help us make the change from inside the system https www nwo nl vacatures promovendi beleidsmedewerker,Veranstaltung
newspecies a newly discovered fungus from india for fungifriday coprinopsis minutatreatment http treatment plazi org id dad ffe ff b fb a a fc original paper http doi org phytotaxa phytotaxa fairdata nature conservation fungi,Publikation
merry fishmas newspecies new sisorid catfish from india just swam by exostoma dhritiaetreatment http treatment plazi org id e ff b ec e a doriginal paper http doi org zootaxa zootaxa fairdata nature conservation ichthyology teamfish,Publikation
newspecies new burrowing toad from brazil just sneaked in on frogfriday odontophrynus toledoiholotype universidade estadual de campinastreatment http treatment plazi org id b ffb ffef fe cfdea e eoriginal paper http doi org ejt european journal of taxonomy fairdata nature,Publikation
newspecies new longhorn beetle from ecuador just prowled in nealcidion sublineatumtreatment http treatment plazi org id aa aff fffa dd eec fd d cd eoriginal paper http doi org zootaxa zootaxa fairdata nature biodiversity conservation ecologytwitter,Publikation
newspecies new bristle worm from the northeast atlantic just appeared terebellides lavesqueitreatment http treatment plazi org id d a c b e ea b original paper http doi org zookeys zookeys fairdata nature biodiversity conservation nature,Publikation
newspecies new gecko from thailand just clambered in cyrtodactylus kochangensistreatment http treatment plazi org id df b bbb c ebcd original paper http doi org zookeys zookeys fairdata biodiversity conservation,Publikation
corallocoris xishaensiscollected in in hainan province chinadescribed and published in zootaxa in treatment added to treatmentbank http treatment plazi org id c ffc cb ff afd c daand mediated to gbif by plazithis process can be automated if the data is published as fairdata,Publikation
newspecies coptis huanjiangensisa newly discovered ranunculaceae from chinatreatment http treatment plazi org id e ca a a b ad b f fc d original paper http doi org phytokeys phytokeys fairdata nature biodiversity conservation botany wildflower,Publikation
newspecies new squat lobster from india just crawled in raymunida shraddhananditreatment http treatment plazi org id d c a ffbf e f fef afcd bb original paper http doi org journalofnaturalhistory tandfonline fairdata nature conservation,Publikation
for papers where the authors gave the status of their data the odds of a data set being extant fell by per year in addition the odds that we could find a working e mail address for the first last or corresponding author fell by per year vines et al https doi org j cub datasharing data researchdata opendata fairdata,Meinung
golub fdm chemistry nfdi researchdatamanagement openbis is used a lot within eth zurich as it was created here and support is excellent it is free to use and mainly geared towards life science research it was originally developed as a lims for omics research and the eln was put on top of it at some point it does not support chemical structures or stoichiometry so it is not used by synthetic groups it offers a lot of functionally for adding meta data and linking data numerous groups from pharmaceutical science all branches of life science biologically oriented chemistry and even from chemical engineering are using it https openbis ch fairdata openscience eln,Veranstaltung
data published in scholarly literature is normally considered as high quality data hence the data published in the literature is of special value to researchers and to science as a whole therefore it needs much more attention and exploration in the internet era compared to when text annotation and extraction tools did not exist https riojournal com article biodiversity textmining fairdata,Veranstaltung
newspeciesnew crown of throns sea star from the red sea just surfaced acanthaster benzieiholotype staatliche naturwissenschaftliche sammlungen bayernstreatment http treatment plazi org id b b ff aeae e dfe f c original paper http doi org zootaxa zootaxa fairdata nature biodiversity conservation,Publikation
newspecies new crane fly from japan just fluttered in ormosia komazawaiholotype kyushu universitytreatment http treatment plazi org id d fd ce cc a c ca original paper http doi org zookeys zookeys journal fairdata biodiversity nature conservation insects,Publikation
newspeciesnew non avian dinosaur from the upper cretaceous of mongulia just surfaced on fossilfriday natovenator polydontustreatment http treatment plazi org id a e ffd fc fba a original paper http doi org s communicationsbiology fairdata biodiversity nature teambird dinosaurs,Publikation
newspecies new subterranean breeding brown frog from japan just hopped in on frogfriday rana kyotoholotype kyoto universitytreatment http treatment plazi org id e a ffc ffda f a d cc eeoriginal paper http doi org zootaxa zootaxa fairdata biodiversity nature conservation frog,Publikation
newspecies a newly discovered mushroom from pakistan for fungifriday entoloma dirensisholotype university of the punjabtreatment http treatment plazi org id c ba ffa ccf d fd f doriginal paper http doi org phytotaxa phytotaxa fairdata biodiversity nature conservation fungi mushrooms,Publikation
himantolophus kalamicollected in at a depth of mdescribed and published in zootaxa in treatment added to treatmentbank http treatment plazi org id e ffed ff febffae f c and mediated to gbif by plazithis process can be automated if the data is published as fairdata,Publikation
newspecies new rove beetle from brasil just scrabbled in termitomorpha goeldianaholotype museu em lio goelditreatment http treatment plazi org id cb fffa ff d b d d e fd df original paper http doi org zootaxa zootaxa fairdata biodiversity nature conservation insects,Publikation
stellenangebot jobs jobfairy openpositionour team fairdata and human information interaction located in cologne is looking for a researchassociate informationretrieval datafindability salary group tv l up to limited to https www hidden professionals de hpv jobs gesis stellenangebot research associate information retrieval data findability lang en us,Veranstaltung
culturesai interesting question after sonja schimmler s talk about fairdata how can we measure fair data she suggests zu set up criteria tools to measure some of the fair principles if infrastructures support fairness but it s a long road to go nfdi culture opendata opensciece,Veranstaltung
newspecies new spring snail from texas just crawled in pyrgulopsis madridensisholotype academy of natural sciencestreatment http treatment plazi org id ac c ffb ffc cbe feb f be original paper http doi org zootaxa zootaxa fairdata biodiversity nature conservation,Publikation
newspeciesnew scorpion from greece just slunk by euscorpius simaiakisitreatment http treatment plazi org id b c ffeb dd ff fb cfcf original paper http doi org zoo zoodiversity fairdata biodiversity nature conservation scorpiones arachnology,Publikation
newspecies opuntia kingstonianaa newly discovered cactus from jamaica holotype smithsonian treatment http treatment plazi org id b d ffa fc ff fccdfbe original paper http doi org phytotaxa phytotaxa fairdata biodiversity nature conservation botany wildflower,Publikation
newspecies new weevil from malaysia just skulked by trigonopterus grimmiholotype naturkundemuseum stuttgarttreatment http treatment plazi org id c af f a aa e d a original paper http doi org zookeys zookeys fairdata nature conservation biodiversity,Publikation
newspecies new flatworm from brazil just appeared temnocephala catarinensistreatment http treatment plazi org id b c a ffa a e ff e f befe fe original paper http doi org zootaxa zootaxa fairdata biodiversity conservation nature sciencetwitter,Publikation
one more supercut from the fair digital objects conference really more fair okay https video leidenuniv nl media t lxco tfit really sounds like people are talking the same language videogrep fairdata fdo supercut,Meinung
excellent overview of the european research data landscape in this assessment by eu commission the share of researchers who store data in research data repositories and the uptake of fair principles remain low so efforts to raise awareness and general training are still essential opendata fairdata opensciencehttps op europa eu o opportal service download handler identifier b d a ed b f aa ed a format pdf language en productionsystem cellar part,Veranstaltung
we fair points are looking for moderators to help us with ask me anything ama style sessions w rda eosc go fair fdo and we will pay you please fill out this form if you are interested https docs google com forms d e faipqlsdvvjsmk f e m zxzauy jgaivk byocb i qixfjopjaw viewform fairdata openscience,Veranstaltung
the chemistry research data group of the research data alliance have created a bibliography of papers covering fair data in chemistry you can find this on zotero https www zotero org groups fair chemistry items uh u bi library fair fairdata chemistry rda,Veranstaltung
martateperek akademienl social camelcase for screen readers and case sensitive filters openscience fairdata fairdataday,Veranstaltung
inspiring and actionable take home message from kirsty merrett bristol the biggest impact you can have on openscience fairdata is getting consent to share data fairdataday,Veranstaltung
check out our new youtube video an introductory lesson on researchdatamanagement with jvddorpe twitter com lindstaedtb twitter com by aliaksandra twitter com and katharina markus with information on fundamental concepts in rdm discipline specific examples and more fairdatahttps www youtube com watch v qgzbzftg i,Veranstaltung
why don t we share data and code perceived barriers and benefits to public archiving practices this is a great detailed and informative article about data sharing the reasons why people don t do it and the benefits of doing it https doi org rspb data fairdata opendata datasharing,Veranstaltung
fair data sharing for uk bioscence research leaders from biordm training workshop for pis in the uk including those who shape local policy we cover why embrace good data management and fairdata how data tools improve productivity repositories data management plans the interactive carpentries style practical exercises discussion is longer than death by powerpoint but much more rewarding online dec free register https www eventbrite com e,Veranstaltung
curious about the scientificsoftware that we re developing at the iiasa energy climate environment program we re offering an internship months in the scenarioservices team on opensource tools for analysis dataviz like pyam iamc maybe relevant for students who are not yet sure whether to pursue a phd and would like to know more about bestpractice of scientificsoftware fairdata management https iiasa ac at employment job openings jh tqyi wh u nm agy q ovnphfke qs,Veranstaltung
hi all i help researchers and research program managers with metadata strategy i speak scientist eecs phd in nanofabrication developer mostly python and web tech and ontologist rdf and friends i m a huge fan of fair and knowledgegraphs i do a podcast on machine centric science https podcast polyneme xyz introduction fairdata,Veranstaltung
pidcasts podcasts about and or assigned persistent identifiers pids gupris identifiers fairdata,Veranstaltung
towards making fairness built in during data capture vs bolt on when preparing to share publish externally ross s ballsun stanton b cassidy s crook p klump j sobotkova a fairer data through digital recording the faims mobile experience journal of computer applications in archaeology doi https doi org jcaa fairdata,Meinung
introduction hello my name is nadia i m a physicist and chemist by training leading a bioimaging and data analysis core unit at the centre for genomic regulation in barcelona spain i joined mathstodon xyz to start anew and see the world from a different perspective i will be posting about bioimaging bioimage dataanalysis and cycling looking forward to discussions and the exchange of ideas microscopy openscience opensource fairdata welcometomastodon welcometomathstodon,Veranstaltung
many countries are monitoring covid in wastewater e g jeffgilchrist kiwijo global news covidpoops twitter com scotland s ww programme has had nationwide prevalence data since mid via scottishepa twitter com paper etc livia scorza in our bio rdm team curated the data methods etc for ww research making opendata fairdata with graeme cameron of sepa this thread explains the outputs after two releases in the past week pressrelease https www ed ac uk biology news events news scotland covid sewage data new health insights,Veranstaltung
newspecies new march fly from the oligocene of france just surfaced on fossilfridaydilophus cerestensistreatment http treatment plazi org id fd ff e ffd a f b fbbc eoriginal paper http doi org palaeoentomology palaeoentomology fairdata,Publikation
newspecies new endemic treefrog from papua new guinea just hopped in on frogfriday litoria insularistreatment http treatment plazi org id fff a f fa c a e cc foriginal paper http doi org vz e vertebratezoology fairdata,Publikation
astrodia duospinacollected in at a depth of mdescribed and published in zookeys in treatment added to treatmentbank http treatment plazi org id fc b bb e bb e a a ca c and mediated to gbif by plazithis process can be automated if the data is published as fairdata,Meinung
newspecies hippeastrum abatinguaraa newly discovered amaryllidaceae from braziltreatment http treatment plazi org id dbf ffa c ff d a doriginal paper http doi org phytotaxa phytotaxa fairdata nature biodiversity conservation botany wildflower,Publikation
newspecies new damselfly from brazil named after queenelizabethii just buzzed in forcepsioneura elizabethaetreatment http treatment plazi org id f d ffa ff befab original paper http doi org zootaxa zootaxa fairdata biodiversity nature conservation,Publikation
newspecies new freshwater crab from myanmar just sneaked in lobothelphusa bagoensistreatment http treatment plazi org id ec e ffd ff fc c fe f original paper http doi org rbz rafflesbulletinofzoology fairdata biodiversity nature conservation,Publikation
good day at work held a workshop in the morning with my colleagues at the heritage laboratory showing them how to use controlled vocabularies finding persistent ids and using zenodo afternoon i took part in a digital seminar for phd students on openscience and fairdata good discussions about the importance of doing right from the start and using standards,Veranstaltung
the call for submissions for the iassist conference in philadelphia is now open and the deadline for submissions is wednesday december theme diversity in research social justice from data openscience researchdatamanagement rdm fdm fairdata datafeminism researchdatamanagement https iassistdata org conferences iassist call for submissions,Veranstaltung
super excited to share that our project premise led by giovanni pizzi at psi has been approved as part of the ord initiative of the eth board focus on automation interoperability fairdata rdm and more by linking electronic lab books workflow management systems and instrument automation tools in experimental materialsscience and compchem press release at https nccr marvel ch news communication premise,Veranstaltung
on behalf of the tu researchdata team i would like to cordially invite you all to join our winter community meet up on december in person utrecht https community data tu nl fair data in science and engineering we promise a lot of networking collaboration and fun around fairdata and openscience hope to see you there,Veranstaltung
new new new the call for submissions for the iassist conference in philadelphia is now open and the deadline for submissions is wednesday december theme diversity in research social justice from data openscience researchdatamanagement rdm fdm fairdata datafeminism researchdatamanagement https iassistdata org conferences iassist call for submissions,Veranstaltung
time for an introduction my name is marta teperek i am director of tu researchdata and head of research data services at tudelft i am a researcher by training life sciences epigenomics developmental biology i care about researchintegrity reproducibleresearch fairdata openscience and collaboration instead of competition,Veranstaltung
so cool that account migration is a first class operation available after days since your last migration on mastodon donnywinston scholar social is now redirecting here donny fairpoints social all followers of that account were moved over i was able to export import via merge a csv with the accounts that my previous account was following and i have a json ld dump of all my toots a subset of which i may or may not re toot using this account fairdata,Veranstaltung
newspecies cleisostoma tatoniia newly discovered orchid from vietnam that is on the verge of complete extinction in nature treatment http treatment plazi org id fa f dd a f c c fa afe c d original paper http doi org phytotaxa phytotaxa fairdata conservation orchids wildflowers botany,Publikation
newspecies new hover fly from crete just hovered in milesia creticatreatment http treatment plazi org id b e c c f cb fbd original paper http doi org ejt ejtaxonomy fairdata biodiversity nature conservation diptera,Publikation
newspecies new sea snail from brazil just surfaced cochlespira notomaristreatment http treatment plazi org id cc aa fff ffa fc dfe d f coriginal paper http doi org pap isavulsosdezoologia fairdata nature biodiversity conservation,Publikation
newspeciesnew tarantula from china just creeped in chilobrachys qishuoitreatment http treatment plazi org id e f bd a be d c b original paper http doi org bdj e biodatajournal fairdata nature biodiversity conservation spider arachnology,Publikation
newspecies new rice frog from vietnam just hopped in microhyla xodangorumtreatment http treatment plazi org id df d ac fff ef d fbe fcf original paper http doi org ejt ejtaxonomy fairdata nature biodiversity conservation herpetology frog,Publikation
newspecies beilschmiedia weiia newly discovered lauraceae tree from china treatment http treatment plazi org id d bf ff eee fc dfe fd boriginal paper http doi org phytotaxa phytotaxa fairdata nature biodiversity conservation trees,Publikation
lets try introduction i m a data scientist via paleoecology a programmer in rstats python javascript and sql i work with the neotoma paleoecology database and really enjoy helping people do amazing science huge proponent of openscience and reproducibleresearch fairdata and all that good stuff,Veranstaltung
