pyhon_tweets_fairdata
Data;ID;Content;Kategorisierung;Username;LikeCount;RetweetCount
2023-03-13 15:20:01+00:00;1635299682434924544;On March 16 at 3 PM ET, join the @NIH #RADx #DataHub Partners for a presentation of #metadata in the #RADxDataHub, including a discussion of methods to create #datamodels, #dataharmonization strategies, + #FAIRdata best practices. #bigdata @NIHDataScience https://t.co/Td9cUap1PW;Veranstaltung;RENCI;1;3
2023-03-13 13:36:50+00:00;1635273718145630213;"Who is behind AD4GD?🌳Meet @CREAF_ecologia! 

The Ecological and Forestry Applications Research Centre (CREAF) is our project #coordinator! #ecology 🎍
 
Their experience with #CitSci, #insitu networks and #socioeconomic data will be of great value for #FAIRdata integration🏙️📡 https://t.co/AGASbqx00E";Initiative;ad4gd_project;3;0
2023-03-13 11:46:14+00:00;1635245883855081481;"#CulturalChange beim Teilen von Forschungsdaten mit und durch die #NFDI"" - Auftakt zur neuen Veranstaltungsreihe ""CC-BY-US"" (mit @KonsortSwd) am 17.04.2023, 12:30-15:30 Uhr.
Programm und Anmeldung: https://t.co/B1BR1TNUVw #FAIRdata #Forschungsdatenmanagement https://t.co/Gl6P6Hv4Vw";Veranstaltung;nfdi4culture;18;9
2023-03-13 10:38:43+00:00;1635228892368900103;"#NewSpecies!
Linaria pseudamethystea
A newly discovered endemic Plantaginaceae from Spain!
Holotype: @CanalUGR

Treatment: https://t.co/UjQUSTFVei
Publication: https://t.co/rg6otCB54f
@Phytotaxa @bgci @OficialSebot @kewgardens @guiaverdecom
 
#FAIRdata #biodiversity #conservation https://t.co/8YwI0EU1Pc";Publikation;plazi_species;39;8
2023-03-13 10:30:00+00:00;1635226695912558592;"Side-by-side with @GBIF at #GSB2023 in Dublin 🇮🇪, we are having our #journal portfolio, academic books, partnering #EUprojects &amp; more on display!
❓🤔Our aim: boost #SoilBiodiversity knowledge sharing in an open, efficient &amp; FAIR manner!
@theGSBI #FAIRdata #EUbiodiversity https://t.co/0kzMlucwil";Veranstaltung;Pensoft;23;15
2023-03-13 10:12:16+00:00;1635222236868096000;"Have you seen our short animation about the importance of marine data management?
😍🌊💻
Share with a friend 👇
https://t.co/XQ5NxHmrf7

#metadatamonday #marinedata #datamanagement #FAIRdata https://t.co/ovXQGYJGMw";Initiative;MEDIN_marine;2;0
2023-03-13 08:47:00+00:00;1635200776011169793;"📅 Next week our @SofieMeeus from @BGM_coll_res will talk at the @RDA_Europe Plenary about #BiCIKL_H2020 in the panel ""Global Research Commons: Europe and beyond on ""Pathways to community engagement"", focusing on research infrastructures, taxonomic community and #FAIRdata. https://t.co/uBL9ozJugr";Veranstaltung;Bicikl_H2020;9;5
2023-03-12 20:20:49+00:00;1635012992709578752;Modificación de la Ley 37/2007 sobre la reutilización de información del sector público de acuerdo a la estrategia de datos de la UE. Aspectos esenciales: accesibilidad, uso de formatos abiertos, legibles por máquinas, fáciles de localizar, reutilizables, con metadatos #FAIRData;Veranstaltung;fagomsan;8;3
2023-03-12 12:58:38+00:00;1634901716046073856;"#NewSpecies
New flattie spider from Australia just appeared:

Karaops durrantorum
Holotype: @wamuseum

Treatment: https://t.co/JvnBAXiuBg
Publication: https://t.co/iSeBETapBw
@Zootaxa @WSC_NMBE @Arachnologynews @BritishSpiders @arachnofiles
#FAIRdata #Nature #Conservation #spider https://t.co/64zB5CsN64";Publikation;plazi_species;126;30
2023-03-12 12:58:01+00:00;1634901561431437312;"#NewSpecies!
New catfish from Brazil just swam by:

Imparfinis lepturus
Holotype: @mzusp

Treatment: https://t.co/T5CJKxe3DU
Publication: https://t.co/nIW1S67FIN
@Zootaxa @Neotropi @IchsAndHerps

#FAIRdata #nature #Biodiversity #conservation #science #Fish #TeamFish #ichthyology https://t.co/kJoP1fA9Lx";Publikation;plazi_species;65;21
2023-03-10 16:10:30+00:00;1634225222860546048;"Our focus is set on supporting #FAIRdata and working for a #InteroperableEurope 📊 

🌉We want to bridge the #semantic and technology gaps which currently prevent multi-disciplinary and multi-scale access and #exploitation of data. #interoperability";Initiative;ad4gd_project;2;0
2023-03-10 13:39:29+00:00;1634187218058190849;"📣Calling all champions of open science!
Don’t miss the opportunity to support the implementation of #FAIRdata in European #OpenScience.
Learn more and apply as #EOSCFAIRChampions
➡️https://t.co/GuFV912ZM4
📌Deadline of application: 10.03.2023 https://t.co/pTzO8BcEC9";Veranstaltung;TrustITServices;4;6
2023-03-10 13:02:30+00:00;1634177912843714564;"📢 Last chance to join the FAIR-IMPACT #EOSC Group of FAIR Champions. You'll have the opportunity to support the implementation of #FAIRdata in European #OpenScience. The deadline for the open call is today  👉 
 Don't miss this opportunity📢 https://t.co/0elWPv80VH https://t.co/lPFtXEbzlt";Veranstaltung;fairimpact_eu;5;5
2023-03-10 11:39:11+00:00;1634156945144782849;"Our next #NFDI-#ToolTalk on 20 March at 4 PM is about the #RDM platform #Coscine. The service is for the storage, management and archiving of research and metadata. 

➡️YouTube: https://t.co/rURSVAM4yG
ℹ️Info: https://t.co/82lMe1Fbrs

#FDM #FAIRdata https://t.co/x7ApdMQ21m";Veranstaltung;NFDI_de;21;12
2023-03-10 11:04:28+00:00;1634148207872598022;Hörenswert: Forschungsdaten für Literaturreviews – was und wozu? https://t.co/pru0RxX1m0 ...ein Gespräch mit unserer PhD-Anwärterin Carolin Keller #openscience #OpenData #FAIRData #systematicreview #forschungssynthesen;Meinung;tamaraheck;4;5
2023-03-10 10:57:16+00:00;1634146394188423170;"#CS3MESH4EOSC is finalising its meeting in Barcelona @ESADE, after a successful #cs3conference. Many actions agreed to finalise the development of the #ScienceMesh &amp; support #cloud #datasharing #datasynchronisation sector! https://t.co/lJQ1bFcV9N #FAIRdata
https://t.co/lJQ1bFcV9N https://t.co/Tr6I9aMcKs";Veranstaltung;cs3org;8;2
2023-03-10 09:58:46+00:00;1634131673796280322;#FAIRsharing #FAIRcookbook our contributions to #FAIRdata - @ElixirNodeUk ⬇️;Initiative;SusannaASansone;1;1
2023-03-10 09:50:00+00:00;1634129467034550275;"Making data Findable Accessible, Interoperable &amp; Reusable: FAIR.
Our researchers feature in @ElixirNodeUk films on the FAIR-enabling resources for research in  #lifesciences &amp; beyond
https://t.co/TIeSVPOOWX
@SusannaASansone @allysonlister @Phil_at_OeRC @FAIRsharing_org #FAIRdata https://t.co/nLh2ErEcSO";Veranstaltung;OxfordeResearch;13;9
2023-03-10 08:25:53+00:00;1634108299200331776;"#AgricultureMdpi - 2022 High Cited Paper
Title: The Role of FAIR Data towards Sustainable Agricultural Performance: A Systematic Literature Review 
Authors: Basharat Ali et al.

Link: https://t.co/dF116KwHif
#FAIRdata #findable #accessible #interoperable #reusable #sustainability https://t.co/rQuslA3moV";Publikation;AgricultureMdpi;2;0
2023-03-10 07:57:17+00:00;1634101103280242688;"#NewSpecies!
New glassfrog from Brazil just climbed in on #FrogFriday!

Vitreorana assuh
Holotype: @museudezoologia

Treatment: https://t.co/ahS5R2tuTu
Publication: https://t.co/bEz035eTpG
@Zootaxa @herphighlights @amphibiansorg @FrogsAndSuch @AmphibianRescue @PARCorg

#FAIRdata https://t.co/11BdtRIwVe";Publikation;plazi_species;88;23
2023-03-10 07:56:37+00:00;1634100934883045376;"#NewSpecies
New rove beetle from India just roved in:

Syndicus primus
Holotype: @uniwroc

Treatment: https://t.co/jngRUfwseU
Publication: https://t.co/m5g2rT9Icf
@Zootaxa @entomologyArt @ColeopSoc @NHM_Coleoptera @EntCollNet @DailyBugFriends

#FAIRdata #Nature #conservation https://t.co/puospZlwM3";Publikation;plazi_species;22;4
2023-03-10 05:22:34+00:00;1634062166373400576;"Two weeks until the @openmod workshop hosted by the @IIASAVienna #Energy #Climate &amp; #Environment program!

Learn about model comparison, #FAIRdata, #opensource tools #MESSAGEix &amp; #pyam_iamc, ...

Join the #CapacityBuilding sessions online!
Wed, March 22 👉https://t.co/hlRhUHFtyo https://t.co/aiJRxxxLi0";Veranstaltung;daniel_huppmann;16;11
2023-03-09 22:01:22+00:00;1633951136368545793;"📣Do you manage research data at your university or institution? Download Australia's new Research Data Management Framework for Institutions, including reusable resources to uplift #RDM at your institution. 
https://t.co/6ZgjQ2cgj6
#FAIRdata #researchdata #guide";Initiative;ARDC_AU;8;6
2023-03-09 19:22:14+00:00;1633911085873889281;"Listen to Alan Morrison's interview with Andrew Padilla on Episode 1 of the FAIR Data Forecast as they talk about the importance of FAIR data and knowledge DNA. #dsc #datasciencecentral #datascience #FAIRdata #data
https://t.co/KUP09vGJmK";Meinung;GallardoJags;0;0
2023-03-09 18:45:05+00:00;1633901737613357056;"RT: Datasciencectrl Listen to Alan Morrison's interview with Andrew Padilla on Episode 1 of the FAIR Data Forecast as they talk about the importance of FAIR data and knowledge DNA. #dsc #datasciencecentral #datascience #FAIRdata #data
https://t.co/aSGqVFclUb";Meinung;shyamprasad_n;1;0
2023-03-09 18:40:00+00:00;1633900460632338437;"Listen to Alan Morrison's interview with Andrew Padilla on Episode 1 of the FAIR Data Forecast as they talk about the importance of FAIR data and knowledge DNA. #dsc #datasciencecentral #datascience #FAIRdata #data
https://t.co/AdDP68AeKg";Meinung;Datasciencectrl;55;3
2023-03-09 11:07:00+00:00;1633786456832634883;"The CODATA-RDA School of Research Data Science has created a summer school-style curriculum that meets the training needs. The deadline for registration is 31 March 2023.

Register here: https://t.co/2TVYxwAq4X

#codata #FAIRdata #OpenScience #datascience #opendata #OpenScience https://t.co/FS2rlXHVL4";Veranstaltung;OpusEu;1;1
2023-03-09 10:41:25+00:00;1633780021054566401;@farragher @JMBurns99 @CoffeyAoife @JennyOLibrarian name checked during @JMBurns99 talk...  expect more invitations to explore #rdm #OpenData #Fairdata with @hslg librarians!;Veranstaltung;BreedaHerlihy;5;1
2023-03-09 10:01:02+00:00;1633769856267952129;"Earneco only shows adverts to willing consumers who have pre-selected their interests and are active participants in the exchange of advertising for their attention
#EmpoweredAds
#FairData
#Earneco https://t.co/IOfYyfPION";Meinung;helenehall;0;0
2023-03-09 09:50:10+00:00;1633767123850756096;"Get to know our ""FAIR Implementation Team""😎 It will ensure coherent coordination of FAIR-IMPACT use cases, have an active role in supporting the adoption of #FAIRdata practices, policies and tools while managing cascading grants for a more #openscience🇪🇺 https://t.co/zrEJka6IVV https://t.co/YabedoyIyU";Meinung;fairimpact_eu;8;4
2023-03-09 07:46:19+00:00;1633735954337759232;"#NewSpecies!
Allium sunhangii
A newly discovered Amaryllidaceae from Uzbekistan!

Treatment: https://t.co/HTyOGagi2f
Publication: https://t.co/loetqQouQn 
@PhytoKeys @bgci @Kew_Asia @KewScience

#FAIRdata #nature #biodiversity #conservation #Wildflowers #Botany #EcologyTwitter https://t.co/2COhgQAVOM";Publikation;plazi_species;29;6
2023-03-09 07:30:00+00:00;1633731848567414784;"🙋🏽‍♀️Don’t forget to sign up for next week’s tutorial on using NOMAD as an ELN!
💻https://t.co/HBbEl9TAdp
#RDM #ELN #FAIRdata";Veranstaltung;FAIRmat_NFDI;1;1
2023-03-09 00:55:13+00:00;1633632499619500033;"I'm really proud of the #FAIRdata #dronemapping revolution we are building with @GeoNadirAu. 

If you use #drones (or want to) and care about the #environment, join me tomorrow for our 2023 roadmap webinar

👉🏻https://t.co/B0vfjCQyQE

#Earthobservation #remotesensing #geospatial https://t.co/GvqaimRYvj";Veranstaltung;DrKJoyce;25;14
2023-03-08 22:42:25+00:00;1633599079178436623;FAIR data station for lightweight metadata management and validation of omics studies. #FAIRdata #MetadataManagement #Bioinformatics @GigaScience  https://t.co/BqwxSC6cee;Publikation;jsantoyo;6;3
2023-03-08 21:40:00+00:00;1633583368272248832;"Make sure to hop on the next IT&amp;I Tech Dive Webinar.

Join @D_Blodgett @MikeMahoney218 + guest speaker Mike Johnson from Lynker Intel on Thurs, March 9 at 3 pm ET.

#EarthScienceData #interoperability #FAIRdata 

Co-hosted w/ @USGS_CDI https://t.co/zU2ojaklfz";Veranstaltung;ESIPfed;0;1
2023-03-08 19:58:59+00:00;1633557946989699072;The #AGENTproject train-the-trainer team teached  trainer from 14 partner institutions. Two days at @LeibnizIPK focused on tooling, data flows, pipelining and standards for activating European genebanks for plant genetic resources. Contribution to #FAIRdata @ELIXIREurope @NFDI_de https://t.co/4G8k4KTA3H;Veranstaltung;langemger;14;2
2023-03-08 16:05:22+00:00;1633499158425513984;"🚨Just published:

Emily Rayfield, Pamela Gill (2023): Lautenschlager et al 2023 Functional reorganisation cranial skeleton.

https://t.co/2qORMeQRz4

#dataset #FAIRdata @NERCscience @UoBEarthScience https://t.co/RLCGRGd0qm";Publikation;databris;0;1
2023-03-08 15:55:12+00:00;1633496597253484545;"🚨Just published (Controlled🔒):

Rachael Gooberman-Hill, Andrew Moore (2023): Evaluating the Implementation of the STAR CARE Pathway: An interview study. 

https://t.co/Zzye9ib3gr

#dataset #FAIRdata @NIHRresearch @MedicalBristol https://t.co/615H8leJSG";Publikation;databris;1;1
2023-03-08 15:45:19+00:00;1633494110773424131;"The @CiCompass FAIR (Findable, Accessible, Interoperable, &amp; Reusable) Data TWG is conducting a survey to learn abt current practices/needs of FAIR data implementations at @NSF Major Facilities.
The survey closes on March 10!

Access the survey: https://t.co/am2Ie7O9Wn
#FAIRdata https://t.co/PdZGrLJ6rO";Meinung;CiCompass;5;4
2023-03-08 15:10:55+00:00;1633485454237396994;"a short video about our brand new dataset search. have a look and subscribe early!
https://t.co/C8DFZnmZCn
#datasetsearch #structureddata #opendata #MLdata #FAIRdata #DataScience";Meinung;sci2science;1;1
2023-03-08 14:57:35+00:00;1633482098257403906;We have a great Assistant Prof. position in #FAIR research data infrastructures. Come work with nice people on making nice data even nicer! https://t.co/wG0UHQIbjJ #fairdata #datascience #OpenScience;Meinung;victordeboer;4;5
2023-03-08 14:52:52+00:00;1633480913089703937;"REGISTRATION CLOSING SOON: The DDI Variable Cascade: Describing Data to Optimize Reusability and Comparison. Thu 9 March 2023. Online, free
https://t.co/WtbZ3kHq5C
#codata #FAIRdata #OpenScience #datascience #opendata https://t.co/sdoBlJAMLr";Veranstaltung;CODATANews;8;8
2023-03-08 14:50:32+00:00;1633480323827728386;"#NewSpecies!
New squat lobster from Pacific Ocean just flushed in:

Heteronida ceres
Holotype: @Le_Museum
 
Treatment: https://t.co/4XFwfPmTl9
Publication: https://t.co/DCESwwYt4s
@ejtaxonomy @CrustaceanSoci @CrabDay @aqualuvsuotd

#FAIRdata #nature #biodiversity #conservation https://t.co/4MvktTnBhU";Publikation;plazi_species;145;25
2023-03-08 14:44:30+00:00;1633478807268085763;"🔔Excited to be joining the Data Spaces Symposium! 
▶️Come visit us at our #FAIRDataSpaces exhibitor booth and learn how we connect industry and science 👥🤝
#FAIRdata #dataspaces";Veranstaltung;FAIRDataSpaces;6;3
2023-03-08 14:25:12+00:00;1633473949727092737;""" It is encouraged that intellectual assets are managed in a way to enable #openscience &amp; open innovation.""

#openaccess #FAIRdata #EUResearchArea #Valorisation https://t.co/JPT3ubmU7c";Meinung;Alea_LdSR;1;3
2023-03-08 14:22:48+00:00;1633473345625759748;"#IWD2023  @ilarosat @MartinaPulieri @cristinadimuri: follow @fairimpact_eu, quote &amp; retweet this post tagging a colleague!
#EmbraceEquity #FAIRdata #EOSC https://t.co/q19sHPSHWA";Veranstaltung;EnricaNestola;2;0
2023-03-08 13:01:23+00:00;1633452856287064066;"Watch on-demand - experts sharing experiences and exploring solutions to common barriers in #FAIRdata &amp; #OpenScience. 

Catch up here: https://t.co/qcPkPf2TSB

#Researcher #MachineLearning @keeeto2000 @KyleCranmer @megaparsec808 @keirsd https://t.co/rmaF12DG2L";Veranstaltung;MLSTjournal;8;4
2023-03-08 12:55:21+00:00;1633451337743564800;⏰Cambio di programma per l'Open Science Cafè di domani 9 marzo: alle 14.30 l'appuntamento ☕️è con @egiglia che risponderà a tutte le vostre domande su #Openscience e #FAIRdata Segui, partecipa 🖥️ sui canali @ReteGARR https://t.co/8rAzP02Oy6, Linkedin, Youtube e Facebook https://t.co/g1geaUWVKk;;IcdiData;6;9
2023-03-08 10:03:51+00:00;1633408175968854017;"#EOSC goes beyond #Europe, as we are building on the Web of #FAIRData that is being developed in all parts of the world including the USA, Canada, New Zealand, South Africa and many more.
@KarelLuyben, EOSC-A President, at the EOSC Event in #Switzerland https://t.co/atEKcSK9h1";;eoscassociation;4;0
2023-03-08 09:45:39+00:00;1633403598238371842;"Join us tomorrow Thursday 9th March 4pm CET for  PARC &amp; friends #FAIRdata webinar. Thomas Exner from #SevenPastNine will be talking about #InstanceMaps &amp; #VisualisingStudyDesigns as a #metadataTool Join us on Zoom: https://t.co/IJcf264vU0 @PARC_chemicals @inquire_EU @WorldfairP https://t.co/2nFJzXkqmw";;iseult5;7;3
2023-03-08 09:36:47+00:00;1633401367216762882;"#IWD2023 @MaaikeVerburg @MarjanGrootveld @fra_ @LouBezuidenhout @R_Braukmann @kfergy @Pascal_Flohr @vkalaitzi 
follow @fairimpact_eu, quote &amp; retweet this post tagging a colleague! 
#EmbraceEquity #FAIRdata #EOSC https://t.co/HVvBCcax09";;DANS_knaw_nwo;5;2
2023-03-08 09:27:59+00:00;1633399149650489344;Tämä on erinomainen, hieno juttu! #fairdata #opendata #interoperability;;JPvE;2;0
2023-03-08 09:19:19+00:00;1633396968582987779;"#EOSC is built on top of the web of #FAIRdata to make data interoperable across services and disciplines.
An overview by @KarelLuyben, EOSC Association President, at the EOSC National Event in #Switzerland
Learn more on #OpenScience in 🇨🇭https://t.co/4pxpHn4oa3 https://t.co/9EGOrZqqCq";;eoscassociation;5;3
2023-03-08 08:51:25+00:00;1633389948748419072;"#IWD2023 @AlfredssonIris @Gudbjorg_Andrea  @mglavica @bo_wolff @dimitra_kondyli @VeronikaHeider @kleemolamari @LibbyBishopPhi @BoAgasoster @Irena_VB
follow @fairimpact_eu, quote &amp; retweet this post tagging a colleague!

#EmbraceEquity #FAIRdata #EOSC #CessdaData https://t.co/DJ1xyI4PkY";;CESSDA_Data;4;3
2023-03-08 08:39:00+00:00;1633386823450873857;"On #IDW2023 we are inviting our colleagues in #research #datamanagement to follow @fairimpact_eu! And if they're #women that's even better!😎
I'll start with @PatriciaMariaMC: follow @fairimpact_eu  and quote &amp; retweet this post tagging a colleague!
#EmbraceEquity #FAIRdata #EOSC https://t.co/a3xdBTu5ME";;sarapittonet;1;0
2023-03-07 23:30:01+00:00;1633248668378877953;"Are you a #researcher interested in improving publication, open data-sharing, and easier collaboration with researchers around the world?

Join our Working Group (WG) facilitated by @resdatall, and share your ideas.

#FAIRdata #OpenScience

Registration: https://t.co/ejNGKCX6RZ https://t.co/D9uHrJxdil";;OracleResearch;4;6
2023-03-07 18:09:35+00:00;1633168030782873601;"Join 𝐂𝐎𝐃𝐀𝐓𝐀-𝐑𝐃𝐀 𝐒𝐜𝐡𝐨𝐨𝐥 𝐨𝐟 𝐑𝐞𝐬𝐞𝐚𝐫𝐜𝐡 𝐃𝐚𝐭𝐚 𝐒𝐜𝐢𝐞𝐧𝐜𝐞

🔴Apply now! 
Deadline: 31 March 2023

#codata #FAIRdata #OpenScience #datascience #opendata https://t.co/3IiB1BYABC";;SADiLaR_ZA;2;3
2023-03-07 16:25:16+00:00;1633141775299665921;"📣Register for the @fairimpact_eu @FAIRCORE4EOSC #ResearchSoftware workshop: guidelines and metrics for #Metadata curation. Join us to discuss #FAIR4RS #CodeMeta @hal_fr and more!

🗓️ March 24 09:00 - 12:00 CET
https://t.co/sCs8l2ztlZ

#OpenScience #FAIRdata";;gabioshka;4;4
2023-03-07 16:15:19+00:00;1633139270654255104;"🚨Just published:

Ashley Montanaro, Jan Lukas Bosse, Raul Santos (2023): Data from paper ""Sketching phase diagrams using low-depth variational quantum algorithms"". 

https://t.co/HCOmD32DIC

#dataset #FAIRdata @EPSRC @BristolUniMaths https://t.co/4Oxb8QR6q7";;databris;0;1
2023-03-07 15:32:09+00:00;1633128408967180290;"#FAIRData Principles, a comprehensive set of guidelines for which improvements in the Findability, Accessibility, Interoperability, and Reusability (FAIR) of data objects are used to maximize #innovation, #processimprovement, and #healthequity.

https://t.co/nenvzBnD9i";;OptimalResourc1;0;1
2023-03-07 13:39:05+00:00;1633099956247490562;Are you interested in #OpenScience and the effect it will have on your research and tools? The first @SKAO  Open Science School will take place in Granada, Spain, from 8-10 May 2023 and registration is now open! #astronomy #phdlife #FAIRdata  https://t.co/BHYDkyNMoP;;UK_SKARC;4;5
2023-03-07 12:38:23+00:00;1633084679237533697;Fournir des outils ou des composants informatiques supplémentaires pour améliorer le niveau d'#interopérabilité des données (Projet ANR Bridge, WP3) https://t.co/df6imHD7Nd #entrepotdonnées #donneesrecherche #vocabulairecontrole #alignement #moissonnage #FAIRdata;;BRIDGE_ANR_SO;4;3
2023-03-07 10:40:19+00:00;1633054965592735744;"The amazing world of data and how we can accelerate research by making data FAIR
#fairtraining #FAIRdata 
#research #rarediseases
Thank you @worldduchenne for organising it https://t.co/6Bb7zD4yhn";;ZoiAn2;0;0
2023-03-07 10:31:33+00:00;1633052760512909312;Die Handreichung erklärt, was die FAIR-Prinzipien bedeuten und wie sie in der #Kulturwissenschaft und Kulturerbe-Sammlungen umgesetzt werden können. Sie adressiert beide Akteure: Datenproduzierende und Betreibende von Datenplattformen / Repositorien! #Forschungsdaten #FAIRdata;;RADAR_Service;7;2
2023-03-07 10:03:29+00:00;1633045696155729922;The #EOSC should be a web of #fairdata services, where #FAIRdigitalobjects from around the wolrd are in the center. And these services need to follow #fairprinciples, be #GDPR compliant and very transparent. Join the @FAIR_Connect to be part of it! @barendmons at #cs3conference https://t.co/SM5UMHJQWl;;cs3org;1;1
2023-03-07 09:58:38+00:00;1633044478524096512;"The Power of #FAIRdata applied to #COVIDpandemic, where a FAIR #digitaltwin of COVID protein variant to make predictions. For @barendmons at #cs3conference, is crucial that machines create FAIR data independently, without help from people, so we only ""visit data"" &amp; not create. https://t.co/JqJnPF0zB5";;cs3org;1;1
2023-03-07 09:02:03+00:00;1633030238039941120;"""If #FAIRdata is done properly, we need only 1 dataset, accessible 1 single computer"", words from @barendmons at #cs3conference (inspired by @timberners_lee). The famous #DigitalTwins need also to be FAIR, otherwise they are usable to 1 specific community &amp; not to #openscience https://t.co/pY4qjoK32h";;cs3org;1;3
2023-03-07 08:54:24+00:00;1633028311059185667;"Strong statement from @barendmons @CODATANews at  #cs3conference ""Stop sharing data"". #FAIRdata is much more than adding #DOI to our materials...We need to focus more on #datastewardship than #datamanagement to do proper #datasharing.The bigger the data, the bigger the importance https://t.co/navMVUN0Qw";;cs3org;6;1
2023-03-07 08:51:34+00:00;1633027600468570113;Catch up with this important panel session featuring expert views from @MLSTjournal Editor-in-Chief @KyleCranmer and Board member @keeeto2000 #datascience #openscience #opendata #FAIRdata #bigdata #MachineLearning #AI;;MLSTjournal;4;1
2023-03-07 08:38:48+00:00;1633024386717429761;"📢Las colecciones del @IEOoceanografia ya nos estamos preparando para formar parte de una gran colección europea abierta @DiSSCoEU @DiSSCoPrepare 
Contentas de que la @CRUST_IEOCD aparezca ya en el portal de #Dissco_España
¡Mucho por hacer! 🧐
#digitization
#openscience
#fairdata https://t.co/8H8iPnSakB";;CRUST_IEOCD;18;7
2023-03-07 08:21:53+00:00;1633020129507254273;"Chapeau 🎩, @docgrid!
#FAIRdata #Forschungsdaten ^KB";;FotoMarburg;1;0
2023-03-07 08:18:01+00:00;1633019154717442049;"Have you signed up for this month's R Café on ""A Network Science approach to psychopathology using R"" on 17 March? There is still time to join and enjoy pizza in great company: https://t.co/WVrcbF0rHe 
#FAIRSoftware #FAIRData https://t.co/VjCu9uRB8F";;OSCDelft;6;1
2023-03-07 08:00:38+00:00;1633014781253767169;"Sharing research data openly can lead to more accurate and reproducible research findings.

A recent study found that published research with open data is cited 25% more than research with closed data. #OpenDataDay(s) #FAIRdata #reproducibility

https://t.co/F2KTfYFeLy";;Leguminose_EU;4;0
2023-03-07 08:00:01+00:00;1633014627268173824;"Sharing research data openly can lead to more accurate and reproducible research findings.

A recent study found that published research with open data is cited 25% more than research with closed data. 

#OpenDataDay(s) #FAIRdata #reproducibility

https://t.co/fzEm597bbZ";;darrow_project;0;0
2023-03-07 07:00:30+00:00;1632999649312141318;"How can we overcome barriers in #FAIRdata and #OpenScience?

Watch our expert panel discuss the topic: 

@keeeto2000, @KyleCranmer, Sünje Dallmeier-Tiessen, James A Warren, @megaparsec808, Harry Enke and @keirsd .

📺 https://t.co/LKk7a5wwZk";;IOPPublishing;4;2
2023-03-07 06:24:17+00:00;1632990535844544513;"#NewSpecies
New tardigrade from China just snuck in:

Milnesium guanyinensis

Treatment: https://t.co/YHZtwtvbD0
Publication: https://t.co/p89HJrrcqF
@Zootaxa @tardigradopedia

#FAIRdata #nature #biodiversity #conservation #tardigrades https://t.co/NJDHMPPUZS";;plazi_species;143;37
2023-03-06 20:57:04+00:00;1632847787661619200;"Of all the collaborations I've been lucky enough to participate in, this is the one I'm most proud to be part of.  Questions about how #archaeological #data are (re)used in the future should be on every archaeologists mind when they undertake a project.
#FAIRdata #CAREdata";;ChrsNchlsn;12;3
2023-03-06 20:17:44+00:00;1632837889485668354;#datascience #sustainableagriculture #workshop #FAIRdata #datamanagement #metaanalysis;;Itz_Sodeeq;0;0
2023-03-06 17:59:51+00:00;1632803193452199937;"#ImmPortDB's latest #data is available now, check it out here https://t.co/9QWriWUJVk

#SharedData #OpenScience #FAIRdata";;ImmPortDB;2;4
2023-03-06 17:11:04+00:00;1632790913016528896;"UPDATE on SciDataCon 2023: The deadline for submitting proposals and abstracts for sessions and individual papers for the upcoming SciDataCon 2023 is being extended from 31 March 2023 to 15 May 2023. 
https://t.co/e2JQJ3tHv0
#codata #FAIRdata #OpenScience #datascience #opendata https://t.co/nTAi1Pd5Jj";;CODATANews;14;22
2023-03-06 15:19:07+00:00;1632762742435086338;That's a real test for the scope of @Bicikl_H2020: showing that (re-)using linked biodiversity data and #FAIRdata is a game-changer! So roll-up your sleeves and submit your paper for a free publication on @BioDataJournal!;;eurotaxonomy;11;2
2023-03-06 14:32:50+00:00;1632751093582118912;"📢 Submission open!
Thanks to @BioDataJournal,  #BiCIKL_H2020 will be publishing manuscripts demonstrating the advantages and novel approaches in accessing and (re-)using linked biodiversity data. 
It's FREE 🤑, check the requirements here 
👉 https://t.co/7SePRpUo7K
#FAIRdata https://t.co/2H2fiaP9yC";;Bicikl_H2020;34;18
2023-03-06 13:56:28+00:00;1632741943217143809;"Wer es zur Poster Session bei den @ESciTage2023 letzte Woche nicht bis zu uns geschafft hat, findet unser FAIR Assessment Tool Poster auch hier https://t.co/zZ85QI4waS 
Danke für alle anregenden Gespräche am Poster!
#fairdata #fairprinciples #rdm #fdm #tkfdm #fdmthüringen https://t.co/f4cfTNzIOX";;CoraAssmann;4;0
2023-03-06 13:39:59+00:00;1632737793657929728;🌍🔍 AD4GD's mission is to shape the European #GreenDeal Data Space as an open hub for #FAIRdata and standards-based services that support the key priorities of #pollution, #biodiversity and #climatechange. Curious to learn more? Visit our website: https://t.co/cYLTMVZKsW;;ad4gd_project;5;1
2023-03-06 13:29:54+00:00;1632735255005110275;"Defragmentation TS2: bringing BioImage Analysts to the cloud! 
#TrainingSchool #bioimageanalysis 
#FAIRdata #CloudComputing 
#ai4life #workflows #benchmarking

Apply now:
https://t.co/mbmKsLXgY8

Deadline: 8 March 2023

https://t.co/ZxSldkYxpa

@EoscLife @EuroBioImaging https://t.co/cgfgsRfvKp";;NEUBIAS_COST;18;10
